date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:50:49	3157/3157	---M--	200	added ('OK')	application/javascript	etag:%22c55-56ce280f9da83%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min.js?ver=3.4.0	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min6b00.js	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:50:49	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min.js?ver=3.4.0	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min6b00.js	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:50:51	2316/2316	---M--	200	added ('OK')	application/javascript	etag:%2290c-56ce280f9da83%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min.js?ver=3.4.0	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min6b00.js	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:50:51	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/cart.min.js?ver=3.4.0	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/cart.min6b00.js	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:50:53	7573/7573	---M--	200	added ('OK')	application/javascript	etag:%221d95-56ce280f9de6b%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/cart.min.js?ver=3.4.0	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/cart.min6b00.js	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:50:53	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.js?ver=1.0.4	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.a94b68.delayed	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:50:56	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-admin/js/password-strength-meter.min.js?ver=4.9.7	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-admin/js/password-strength-meter.min.ab37cb.delayed	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:50:58	77070/77070	---M--	200	added ('OK')	application/javascript	etag:%2212d0e-56ce280f98492%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.js?ver=1.0.4	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min4b68.js	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:50:59	784/784	---M--	200	added ('OK')	application/javascript	etag:%22310-53a6123a434a9%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-admin/js/password-strength-meter.min.js?ver=4.9.7	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-admin/js/password-strength-meter.min37cb.js	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:51:01	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min.js?ver=3.4.0	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min.ad6b00.delayed	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:51:02	1968/1968	---M--	200	added ('OK')	application/javascript	etag:%227b0-56ce280f9de6b%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min.js?ver=3.4.0	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min6b00.js	(from http://cardealer.webtemplatemasters.com/shop/cart-page/)
18:51:02	0/-1	---M--	302	error ('')			http://cardealer.webtemplatemasters.com/wp-content/themes/cardealer/favicon.ico	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/themes/cardealer/favicon.af.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2008%20Jul%202018%2016:51:07%20GMT	http://cardealer.webtemplatemasters.com/?p=761	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/index5e02.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:06	2318/2318	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Jul%202018%2016:51:06%20GMT	http://cardealer.webtemplatemasters.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcardealer.webtemplatemasters.com%2Fhome%2Fhome-layerslider%2F	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-json/oembed/1.0/embeded9f.json	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:07	2413/2413	---MC-	200	added ('OK')	text/xml	date:Sun,%2008%20Jul%202018%2016:51:09%20GMT	http://cardealer.webtemplatemasters.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcardealer.webtemplatemasters.com%2Fhome%2Fhome-layerslider%2F&format=xml	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-json/oembed/1.0/embede5df	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:07	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/slide-1.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/slide-1.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:09	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/slide-2.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/slide-2.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-1-350x215.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-1-350x215.b6.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:18	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-2-350x215.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-2-350x215.b8.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:21	18445/18445	---M--	200	added ('OK')	image/jpeg	etag:%22480d-52476cb69c240%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-1-350x215.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-1-350x215.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:23	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-3-350x215.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-3-350x215.ba.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:26	24915/24915	---M--	200	added ('OK')	image/jpeg	etag:%226153-52476cb69c240%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-2-350x215.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-2-350x215.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:27	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/parallax-bg-2.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/parallax-bg-2.bc.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:29	28845/28845	---M--	200	added ('OK')	image/jpeg	etag:%2270ad-52476cb69c240%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-3-350x215.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/pic-3-350x215.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:30	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/08-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/08-460x290.be.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:37	39173/39173	---M--	200	added ('OK')	image/jpeg	etag:%229905-5229e246f3bc0%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/08-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/08-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:38	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/09-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/09-460x290.c0.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:49	57827/57827	---M--	200	added ('OK')	image/jpeg	etag:%22e1e3-5229e245ff980%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/09-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/09-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:51:50	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/10-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/10-460x290.c2.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:00	48550/48550	---M--	200	added ('OK')	image/jpeg	etag:%22bda6-5229e243232c0%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/10-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/10-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:01	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/13-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/13-460x290.c4.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:09	522713/522713	---M--	200	added ('OK')	image/jpeg	etag:%227f9d9-524237c27ed40%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/slide-1.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/slide-1.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:10	43133/43133	---M--	200	added ('OK')	image/jpeg	etag:%22a87d-5229e23f529c0%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/13-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/13-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/05-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/05-460x290.c6.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:16	511389/511389	---M--	200	added ('OK')	image/jpeg	etag:%227cd9d-524237ca1ff40%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/slide-2.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/slide-2.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:17	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/07-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/07-460x290.c8.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:21	48437/48437	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:52:20%20GMT	http://cardealer.webtemplatemasters.com/tesla-eyes-rapid-chinese-ev-charging-infrastructure-ramp-up/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/tesla-eyes-rapid-chinese-ev-charging-infrastructure-ramp-up/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:21	38101/38101	---M--	200	added ('OK')	image/jpeg	etag:%2294d5-5229e249d0280%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/05-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/05-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:21	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/03-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/03-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:24	29732/29732	---M--	200	added ('OK')	image/jpeg	etag:%227424-5229e246f3bc0%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/07-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/07-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:24	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/01-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/01-460x290.cc.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:28	48020/48020	---M--	200	added ('OK')	image/jpeg	etag:%22bb94-5229e24bb8700%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/03-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/03-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:28	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/11-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/11-460x290.ce.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:29	26961/26961	---M--	200	added ('OK')	image/jpeg	etag:%226951-5229e24e94dc0%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/01-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/01-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:30	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/06-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/06-460x290.d0.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:33	37217/37217	---M--	200	added ('OK')	image/jpeg	etag:%229161-5229e2413ae40%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/11-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/11-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:33	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/04-460x290.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/04-460x290.d2.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:35	32316/32316	---M--	200	added ('OK')	image/jpeg	etag:%227e3c-5229e247e7e00%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/06-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/06-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:40	45217/45217	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:52:37%20GMT	http://cardealer.webtemplatemasters.com/smart-corvette-interior-no-longer-second-fiddle/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/smart-corvette-interior-no-longer-second-fiddle/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:42	45339/45339	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:52:42%20GMT	http://cardealer.webtemplatemasters.com/mitsubishi-hoping-thai-recovery-builds-on-record-profit/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/mitsubishi-hoping-thai-recovery-builds-on-record-profit/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:43	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/172/thumb/5373bc1e28287.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/172/thumb/5373bc1e28287.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:44	43229/43229	---M--	200	added ('OK')	image/jpeg	etag:%22a8dd-5229e24ac44c0%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/04-460x290.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2014/04/04-460x290.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:44	45686/45686	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:52:44%20GMT	http://cardealer.webtemplatemasters.com/coming-product-volley-to-see-scion-sticking-to-its-guns/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/coming-product-volley-to-see-scion-sticking-to-its-guns/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:46	44336/44336	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:52:46%20GMT	http://cardealer.webtemplatemasters.com/jeep-cherokee-celebrates-great-indoors/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/jeep-cherokee-celebrates-great-indoors/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:48	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/176/thumb/53779232e2b20.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/176/thumb/53779232e2b20.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:49	15572/15572	---M--	200	added ('OK')	image/jpeg	etag:%223cd4-5213ba7780100%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/172/thumb/5373bc1e28287.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/172/thumb/5373bc1e28287.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:49	51960/51960	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:52:47%20GMT	http://cardealer.webtemplatemasters.com/car/skoda-fabia-2003/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/car/skoda-fabia-2003/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:52	52108/52108	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:52:52%20GMT	http://cardealer.webtemplatemasters.com/car/mini-clubman-2007/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/car/mini-clubman-2007/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:52	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/177/thumb/5377985a26b2c.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/177/thumb/5377985a26b2c.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:55	28237/28237	---M--	200	added ('OK')	image/jpeg	etag:%226e4d-5213ba7874340%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/176/thumb/53779232e2b20.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/176/thumb/53779232e2b20.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:57	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/167/thumb/5372b7126ad39.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/167/thumb/5372b7126ad39.da.delayed	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:52:58	22997/22997	---M--	200	added ('OK')	image/jpeg	etag:%2259d5-5213ba7874340%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/177/thumb/5377985a26b2c.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/177/thumb/5377985a26b2c.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:00	52018/52018	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:53:00%20GMT	http://cardealer.webtemplatemasters.com/car/mini-cooper-clubman-2013/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/car/mini-cooper-clubman-2013/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:00	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/173/thumb/53778b567b914.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/173/thumb/53778b567b914.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:03	22733/22733	---M--	200	added ('OK')	image/jpeg	etag:%2258cd-5213ba768bec0%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/167/thumb/5372b7126ad39.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/167/thumb/5372b7126ad39.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:06	68291/68291	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:53:02%20GMT	http://cardealer.webtemplatemasters.com/car/bmw-x5-m-2012/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/car/bmw-x5-m-2012/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:08	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/banner.jpg	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/banner.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:10	21030/21030	---M--	200	added ('OK')	image/jpeg	etag:%225226-5213ba7874340%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/173/thumb/53778b567b914.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/thememakers/cardealer/2/173/thumb/53778b567b914.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:10	857223/857223	---M--	200	added ('OK')	image/jpeg	etag:%22d1487-524710c4053c0%22	http://10.150.35.18:80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/parallax-bg-2.jpg	C:/My%20Web%20Sites/jomat/10.150.35.18_80/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/parallax-bg-2.jpg	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:10	53541/53541	---MC-	200	added ('OK')	text/html	date:Sun,%2008%20Jul%202018%2016:53:06%20GMT	http://cardealer.webtemplatemasters.com/car/chevrolet-camaro-2013/	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/car/chevrolet-camaro-2013/index.html	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
18:53:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html		http://cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/banner-logo.png	C:/My%20Web%20Sites/jomat/cardealer.webtemplatemasters.com/wp-content/uploads/2015/11/banner-logo.png	(from http://cardealer.webtemplatemasters.com/home/home-layerslider/)
